word	defn	main_meaning	other meaning
远景	 遠景	 viễn cảnh	 viễn cảnh/cảnh vật ở xa/cảnh tương lai
行凶	 行凶	 hành hung	 hành hung
大义	 大義	 đại nghĩa	 đại nghĩa/nghĩa lớn
无神	 無神	 vô thần	 vô thần
万象	 萬象	 vạn tượng	 vạn vật/muôn vật/mọi vật/Vạn Tượng/Viêng Chăn/Vientiane
主攻	 主攻	 chủ công	 chủ công/mũi tiến công chính
得胜	 得勝	 đắc thắng	 đắc thắng/giành thắng lợi/thu được thắng lợi
死尸	 死屍	 tử thi	 tử thi/xác chết/thây/thi hài/thi thể
深意	 深意	 thâm ý	 thâm ý/ý sâu/ý nghĩ sâu xa
呜呼	 嗚呼	 ô hô	 ô hô/hỡi ôi/than ôi
杂质	 雜質	 tạp chất	 tạp chất/chất bẩn
埋没	 埋沒	 mai một	 mai một/chôn cất/chôn giấu/chôn vùi/vùi dập
公理	 公理	 công lí/công lý	 công lý/tiền đề/mệnh đề/chân lý
大丈夫	 大丈夫	 đại trượng phu	 đại trượng phu
佛门	 佛門	 phật môn	 phật môn/Phật giáo/cửa Phật/nhà Phật
时限	 時限	 thời hạn	 thời hạn/hạn định
惨败	 慘敗	 thảm bại	 thảm bại/thất bại thảm hại/thất bại nặng nề/thua xiểng liểng/thua xiểng liểng
会诊	 會診	 hội chẩn	 hội chẩn
口诀	 口訣	 khẩu quyết	 khẩu quyết/bài vè
山歌	 山歌	 sơn ca	 sơn ca
磨擦	 磨擦	 ma sát	 ma sát/sự ma xát/đụng chạm/mài/cọ sát vào nhau/xung đột
成见	 成見	 thành kiến	 thành kiến/định kiến/thiên kiến
公演	 公演	 công diễn	 công diễn/biểu diễn công khai
静心	 靜心	 tĩnh tâm	 tĩnh tâm
毒气	 毒氣	 độc khí	 độc khí/hơi độc/khí độc
太古	 太古	 thái cổ	 thái cổ/thời đại thái cổ/cổ xưa
定罪	 定罪	 định tội	 định tội/khép tội/buộc tội
决意	 決意	 quyết ý	 quyết ý/quyết định/quyết chí
不动产	 不動產	 bất động sản	 bất động sản/tài sản/của cải/tài sản cố định
拜师	 拜師	 bái sư	 bái sư/bái làm thầy/bái làm sư phụ
俊秀	 俊秀	 tuấn tú	 tuấn tú/thanh tú/đẹp đẽ
迎战	 迎戰	 nghênh chiến	 nghênh chiến/nghinh chiến
恩惠	 恩惠	 ân huệ	 ân huệ/ân đức/ân điển
巡洋舰	 巡洋艦	 tuần dương hạm	 tuần dương hạm/tàu tuần dương
心肝	 心肝	 tâm can	 tâm can/tim gan/cục cưng/lương tâm/lẽ phải
传神	 傳神	 truyền thần	 sinh động/truyền thần/có thần/giống hệt/giống như thật
淫乱	 淫亂	 dâm loạn	 dâm loạn/tà dâm
含意	 含意	 hàm ý	 hàm ý/ẩn ý/hàm nghĩa/ý nghĩa
中弹	 中彈	 trúng đạn	 trúng đạn
王公	 王公	 vương công	 vương công/quý tộc/quý phái
再版	 再版	 tái bản	 tái bản/in lần thứ hai
地界	 地界	 địa giới	 địa giới/ranh giới/ranh/bờ/khu vực/vùng/miền
皇太后	 皇太后	 hoàng thái hậu	 hoàng thái hậu/Hoàng thái hậu/mẹ vua
夫子	 夫子	 phu tử	 phu tử/học giả/thầy/sư phụ/đồ già/đồ gàn
军衔	 軍銜	 quân hàm	 quân hàm
佳话	 佳話	 giai thoại	 giai thoại/câu chuyện hay/chuyện lý thú
决断	 決斷	 quyết đoán	 quyết đoán/định/phán đoán/quyết định/sức quyết đoán
全军	 全軍	 toàn quân	 toàn quân
黄道	 黃道	 hoàng đạo	 hoàng đạo
女皇	 女皇	 nữ hoàng	 nữ hoàng/bà hoàng
衰竭	 衰竭	 suy kiệt	 suy kiệt
施主	 施主	 thí chủ	 thí chủ/người cho
大神	 大神	 đại thần	 đại thần
兵营	 兵營	 binh doanh	 binh doanh/doanh trại quân đội/trại lính
磁场	 磁場	 từ trường	 từ trường/từ khu
盔甲	 盔甲	 khôi giáp	 khôi giáp/giáp trụ/nón giáp sắt
民权	 民權	 dân quyền	 dân quyền/quyền lợi của dân
外伤	 外傷	 ngoại thương	 ngoại thương/thương tổn vì nguyên nhân bên ngoài
奖赏	 獎賞	 tưởng thưởng	 tưởng thưởng/khen thưởng/phần thưởng/thưởng
内功	 內功	 nội công	 nội công
中线	 中線	 trung tuyến	 trung tuyến/đường trung tuyến/tuyến giữa
阎王	 閻王	 diêm vương	 diêm vương/Diêm vương/kẻ cực kỳ hung ác/cực kỳ tàn nhẫn
固守	 固守	 cố thủ	 cố thủ/phòng thủ kiên cố/khư khư/khăng khăng/cố giữ lấy/cố bám lấy/giữ đến cùng
增速	 增速	 tăng tốc	 tăng tốc
木耳	 木耳	 mộc nhĩ	 mộc nhĩ/nấm mèo
漫谈	 漫談	 mạn đàm	 mạn đàm
家业	 家業	 gia nghiệp	 gia nghiệp/gia sản
附注	 附注	 phụ chú	 phụ chú/chú giải/chú thích
活性	 活性	 hoạt tính	 hoạt tính
亲信	 親信	 thân tín	 thân tín/người thân tín/người thân cận
娇艳	 嬌豔	 kiều diễm	 kiều diễm/tươi đẹp/xinh tươi
金龙	 金龍	 kim long	 kim long
农庄	 農莊	 nông trang	 nông trang/trang trại/nông trường
不力	 不力	 bất lực	 bất lực/không cật lực/không hết sức mình/chưa tận lực/không đắc lực/không hiệu quả/không tận sức
紫薇	 紫薇	 tử vi	 tử vi/cây tử vi/bách nhật hồng
成亲	 成親	 thành thân	 thành thân/kết hôn
大仙	 大仙	 đại tiên	 đại tiên/thần tiên/tiên/phù thuỷ
应验	 應驗	 ứng nghiệm	 ứng nghiệm/linh nghiệm
修整	 修整	 tu chỉnh	 tu chỉnh/tu sửa/chăm sóc/bảo dưỡng
师团	 師團	 sư đoàn	 sư đoàn
主事	 主事	 chủ sự	 chủ sự/việc chính/việc chủ quản
大祸	 大禍	 đại họa	 đại họa
风雅	 風雅	 phong nhã	 phong nhã/nhã nhặn/lịch sự/văn nhã
龙城	 龍城	 long thành	 Long Thành
词根	 詞根	 từ căn	 từ căn/gốc từ/từ nguyên/căn tố
色素	 色素	 sắc tố	 sắc tố/chất sắc
口供	 口供	 khẩu cung	 khẩu cung/lời khai
通路	 通路	 thông lộ	 thông lộ/đường sá/đường giao thông/con đường
老成	 老成	 lão thành	 lão thành/từng trải/lão luyện/dày dạn kinh nghiệm
家政	 家政	 gia chính	 gia chính/quản lý gia đình/việc nội trợ
失传	 失傳	 thất truyền	 thất truyền
行道	 行道	 hành đạo	 hành đạo/nghề/ngành/ngành nghề/nghề nghiệp
情义	 情義	 tình nghĩa	 tình nghĩa
才智	 才智	 tài trí	 tài trí/tài năng và trí tuệ
奋起	 奮起	 phấn khởi	 phấn khởi/hăng hái/hăm hở/phấn chấn/nhấc mạnh lên
养病	 養病	 dưỡng bệnh	 dưỡng bệnh
神龙	 神龍	 thần long	 thần long
增援	 增援	 tăng viện	 tiếp viện/chi viện/tăng viện/giúp đỡ thêm
功用	 功用	 công dụng	 công dụng/chức năng/công năng/có tác dụng
箴言	 箴言	 châm ngôn	 châm ngôn/lời khuyên/lời khuyên răn
遗言	 遺言	 di ngôn	 di ngôn/lời trăng trối
技师	 技師	 kĩ sư/kỹ sư	 kỹ sư/kỹ thuật viên
交配	 交配	 giao phối	 giao phối
阴性	 陰性	 âm tính	 âm tính/giống cái
政事	 政事	 chính sự	 chính sự/việc nhà nước/việc quốc gia
黄泉	 黃泉	 hoàng tuyền	 hoàng tuyền/suối vàng/âm phủ
排泄	 排泄	 bài tiết	 bài tiết/rửa sạch/tháo nước/thoát nước/bài xuất/thải ra
开胃	 開胃	 khai vị	 khai vị/kích thích ăn uống/khiến ăn ngon miệng/đùa bỡn/đùa giỡn/vui mừng
履历	 履歷	 lí lịch/lý lịch	 lý lịch/bản lý lịch
雷霆	 雷霆	 lôi đình	 lôi đình/sấm sét/sấm chớp/nổi trận lôi đình/cơn giận dữ dội
武学	 武學	 võ học	 võ học
金牛	 金牛	 kim ngưu	 Kim Ngưu
桃李	 桃李	 đào lý	 đào lý/đào mận
正大	 正大	 chính đại	 chính đại/chính đáng/rộng rãi
炮兵	 炮兵	 pháo binh	 pháo binh
军政	 軍政	 quân chính	 quân chính/quân sự và chính trị/quân đội và chính phủ
中坚	 中堅	 trung kiên	 trung kiên
调制	 調製	 điều chế	 điều chế/điều chỉnh/pha chế
英华	 英華	 anh hoa	 anh hoa/cỏ cây tươi đẹp/tinh hoa
无害	 無害	 vô hại	 vô hại/không có ác ý/không có hại/không thể so sánh/có một không hai/vô song
如常	 如常	 như thường	 như thường/như cũ
神智	 神智	 thần trí	 thần trí/tinh thần và trí tuệ
解毒	" 解毒	 giải độc	 giải độc/khử độc/cai nghiện/giải nhiệt/chữa các chứng bốc hoả, phát sốt	 #18739	 f: 1.63"	ｊｉｅ３解ｄｕ２毒	
降级	 降級	 giáng cấp	 giáng cấp/giáng chức/hạ chức/hạ tầng công tác;/hạ tầng công tác
起色	 起色	 khởi sắc	 khởi sắc/chuyển biến tốt/khá hơn/đỡ hơn
诵经	 誦經	 tụng kinh	 tụng kinh
道行	 道行	 đạo hạnh	 đạo hạnh
气血	 氣血	 khí huyết	 khí huyết
火球	 火球	 hỏa cầu	 hỏa cầu/quả cầu lửa
论调	 論調	 luận điệu	 luận điệu/giọng điệu
百草	 百草	 bách thảo	 bách thảo/các loại cỏ
脱俗	 脫俗	 thoát tục	 thoát tục/không dính bụi trần
留情	 留情	 lưu tình	 lưu tình/nể tình/nể nang/nể mặt
笔法	 筆法	 bút pháp	 bút pháp
复员	 復員	 phục viên	 phục viên/giải ngũ
神采	 神采	 thần thái	 thần thái/vẻ/vẻ mặt
假想	 假想	 giả tưởng	 giả tưởng/giả/tưởng tượng/hư cấu
大赦	 大赦	 đại xá	 đại xá
贝勒	 貝勒	 bối lặc	 bối lặc/đa la bối lặc/lại/vừa... lại
替身	 替身	 thế thân	 thế thân/người thay thế/người chịu tội thay/tốt đen/chốt đen
圣旨	 聖旨	 thánh chỉ	 thánh chỉ/chiếu chỉ
神功	 神功	 thần công	 thần công
自重	 自重	 tự trọng	 tự trọng/đề cao/nâng cao/trọng lượng/nặng
暴发	 暴發	 bạo phát/bộc phát	 bộc phát/bạo phát/phất nhanh/phát tài/phất/thăng chức đột ngột/dữ dội/bùng nổ dữ dội
猛兽	 猛獸	 mãnh thú	 mãnh thú/thú dữ
丐帮	 丐幫	 cái bang	 Cái Bang
白虎	 白虎	 bạch hổ	 bạch hổ
襄阳	 襄陽	 tương dương	 Tương Dương
污辱	 汙辱	 ô nhục	 ô nhục/làm nhục/lăng mạ/sỉ nhục/làm bẩn/vấy bẩn
陈某	 陳某	 trần mỗ	 Trần mỗ
战神	 戰神	 chiến thần	 chiến thần
天灾	 天災	 thiên tai	 thiên tai
残杀	 殘殺	 tàn sát	 tàn sát/sát hại/giết hại
连词	 連詞	 liên từ	 liên từ/từ nối
战壕	 戰壕	 chiến hào	 chiến hào
征用	 徵用	 trưng dụng	 trưng dụng
电光	 電光	 điện quang	 điện quang/ánh chớp/ánh sáng điện
球门	 球門	 cầu môn	 cầu môn/gôn/khung thành
空想	 空想	 không tưởng	 không tưởng/nghĩ viển vông/suy nghĩ viển vông/nghĩ vẩn vơ/suy nghĩ vô căn cứ/thoát ly thực tế/ảo tưởng/cuồng tưởng
热诚	 熱誠	 nhiệt thành	 nhiệt thành/nhiệt tâm/tận tình/sốt sắng
名望	 名望	 danh vọng	 danh vọng/uy tín
逐出	 逐出	 trục xuất	 trục xuất
闲散	 閒散	 nhàn tản	 nhàn tản/nhàn hạ/không dùng đến/chưa sử dụng đến
灵验	 靈驗	 linh nghiệm	 linh nghiệm/hiệu nghiệm/chính xác/đúng
贫农	 貧農	 bần nông	 bần nông
拘泥	 拘泥	 câu nệ	 câu nệ/cố chấp/khăng khăng
轻率	 輕率	 khinh suất	 khinh suất/khinh xuất/tuỳ tiện/hời hợt
辽东	 遼東	 liêu đông	 Liêu Đông
得志	 得志	 đắc chí	 đắc chí/hợp ý/toại nguyện/vừa lòng
鲁莽	 魯莽	 lỗ mãng	 lỗ mãng/thô lỗ/thô bỉ
惊骇	 驚駭	 kinh hãi	 kinh hãi/sợ hãi/hoảng sợ
攻城	 攻城	 công thành	 công thành
远洋	 遠洋	 viễn dương	 viễn dương/biển xa/xa khơi
三藏	 三藏	 tam tạng	 Tam Tạng
外祖父	 外祖父	 ngoại tổ phụ	 ngoại tổ phụ/ông ngoại
象形	 象形	 tượng hình	 tượng hình
次长	 次長	 thứ trưởng	 thứ trưởng/phó bí thư
贵妃	 貴妃	 quý phi	 quý phi
军士	 軍士	 quân sĩ	 quân sĩ/quân lính/hạ sĩ quan
平复	 平復	 bình phục	 bình phục/trở lại yên tĩnh/hồi phục
求援	 求援	 cầu viện	 cầu viện/xin viện trợ
红玉	 紅玉	 hồng ngọc	 hồng ngọc
含冤	 含冤	 hàm oan	 hàm oan/ngậm oan
相干	 相干	 tương can	 tương quan/liên can/có liên quan với nhau/tương can/cùng quan thiệp
处所	 處所	 xứ sở	 xứ sở/nơi chốn/nơi/địa điểm/vị trí
夜雨	 夜雨	 dạ vũ	 dạ vũ/đêm mưa
机长	 機長	 cơ trưởng	 cơ trưởng
八宝	 八寶	 bát bảo	 bát bảo/ngọc ấn/ngự ấn/ngọc tỉ/bát bửu
一统	 一統	 nhất thống	 nhất thống/thống nhất
停战	 停戰	 đình chiến	 ngưng chiến/đình chiến/ngưng chiến đấu/ngừng bắn
晶体	 晶體	 tinh thể	 tinh thể/pha lê
公诉	 公訴	 công tố	 công tố
家父	 家父	 gia phụ	 gia phụ/phụ thân/cha tôi
战马	 戰馬	 chiến mã	 chiến mã/ngựa chiến/ngựa chiến đấu
臣民	 臣民	 thần dân	 thần dân
关东	 關東	 quan đông	 Quan Đông
加固	 加固	 gia cố	 gia cố/củng cố/tăng cường
名士	 名士	 danh sĩ	 danh sĩ/thời xưa chỉ những người rất có danh vọng nhưng không làm quan
淡泊	 淡泊	 đạm bạc	 đạm bạc/không ham danh lợi/thanh bạch/không màng danh lợi
享福	 享福	 hưởng phúc	 hưởng phúc/hưởng hạnh phúc/sống yên vui sung sướng/được hưởng thụ phúc trời
感化	 感化	 cảm hóa	 cảm hóa/cảm hoá/cải tạo
婚约	 婚約	 hôn ước	 hôn ước/đính hôn
中锋	 中鋒	 trung phong	 trung phong/tiền đạo
少尉	 少尉	 thiếu úy	 thiếu úy/thiếu uý
沙场	 沙場	 sa trường	 sa trường/chiến trường
名门	 名門	 danh môn	 danh môn
别名	 別名	 biệt danh	 biệt danh/tên gọi khác/biệt hiệu
凌辱	 凌辱	 lăng nhục	 lăng nhục/làm nhục/hà hiếp
潜藏	 潛藏	 tiềm tàng	 tiềm tàng/ẩn núp/tiềm ẩn/ẩn náu
屯田	 屯田	 đồn điền	 đồn điền
报恩	 報恩	 báo ân	 báo ân/đền ơn
胡椒	 胡椒	 hồ tiêu	 hồ tiêu/tiêu/hạt tiêu
冰河	 冰河	 băng hà	 băng hà/sông băng
增减	 增減	 tăng giảm	 tăng giảm/thêm bớt
浮华	 浮華	 phù hoa	 phù hoa/loè loẹt/hào nhoáng/phù phiếm
异端	 異端	 dị đoan	 dị đoan
遨游	 遨遊	 ngao du	 ngao du/rong chơi/lang thang/dạo bộ
武夷山	 武夷山	 vũ di sơn	 Vũ Di Sơn
法力	 法力	 pháp lực	 pháp lực/phép mầu/sức mạnh của Phật pháp/sức mạnh thần kỳ
贵客	 貴客	 quý khách	 khách quý/quý khách/thượng khách
暗算	 暗算	 ám toán	 ám toán/âm mưu/mưu đồ/lập kế/mưu toan
祖传	 祖傳	 tổ truyền	 tổ truyền/gia truyền/ông cha truyền lại
再婚	 再婚	 tái hôn	 tái hôn
光电	 光電	 quang điện	 quang điện
惩治	 懲治	 trừng trị	 trừng trị/trừng phạt
下等	 下等	 hạ đẳng	 hạ đẳng/loại kém/hạng bét/thấp hèn
君臣	 君臣	 quân thần	 quân thần/vua tôi/vua quan/vua và quần thần
集权	 集權	 tập quyền	 tập quyền
拷问	 拷問	 khảo vấn	 khảo vấn/khảo tra/đánh đập tra hỏi
工场	 工場	 công trường	 công trường/phân xưởng
社稷	 社稷	 xã tắc	 xã tắc/thần đất và thần lúa
重力	 重力	 trọng lực	 trọng lực/sức hút của trái đất/lực hút/sức hút
文风	 文風	 văn phong	 văn phong
自爱	 自愛	 tự ái	 tự ái/tự trọng
失神	 失神	 thất thần	 thất thần/sơ ý/không chú ý/tinh thần sa xút/lơ đễnh/đãng trí/mất hồn
全胜	 全勝	 toàn thắng	 toàn thắng/thắng lợi hoàn toàn
罪状	 罪狀	 tội trạng	 tội trạng
触觉	 觸覺	 xúc giác	 xúc giác/cảm xúc/cảm giác khi sờ vào
关山	 關山	 quan san	 quan ải/quan san
冤屈	 冤屈	 oan khuất	 oan khuất/bị oan/xử oan/chịu oan/bất công/oan khúc
廉洁	 廉潔	 liêm khiết	 liêm khiết/trong sạch
大计	 大計	 đại kế	 đại kế/kế hoạch lớn/kế hoạch lâu dài
味觉	 味覺	 vị giác	 vị giác
练武	 練武	 luyện võ	 luyện võ/tập võ/học quân sự/học kỹ thuật
三叔	 三叔	 tam thúc	 tam thúc
通商	 通商	 thông thương	 thông thương/buôn bán qua lại/mậu dịch/buôn bán
后辈	 後輩	 hậu bối	 hậu bối/hậu sinh/thế hệ sau/lớp sau/lớp người trẻ
大禹	 大禹	 đại vũ	 Đại Vũ
战利品	 戰利品	 chiến lợi phẩm	 chiến lợi phẩm
神医	 神醫	 thần y	 thần y
大吉	 大吉	 đại cát	 đại cát/thuận lợi/chuyện tốt/vận tốt/cho khỏe/tốt nhất/cho êm chuyện/cho khoẻ
当事	 當事	 đương sự	 đương sự/nắm quyền/có quyền lực/có liên quan/có dính líu/người có thẩm quyền/người có liên quan
奇才	 奇才	 kỳ tài	 kỳ tài
内务	 內務	 nội vụ	 nội vụ/việc trong nước/việc nội bộ/dọn dẹp phòng ốc
合金	 合金	 hợp kim	 hợp kim
警务	 警務	 cảnh vụ	 cảnh vụ/nhiệm vụ cảnh sát
抗体	 抗體	 kháng thể	 kháng thể
无价	 無價	 vô giá	 vô giá
平定	 平定	 bình định	 bình định/ĐỊNH/ổn định/yên ổn/dẹp yên/Bình Định/tỉnh Bình Định
立国	 立國	 lập quốc	 lập quốc/xây dựng tổ quốc
请安	 請安	 thỉnh an	 thỉnh an/vấn an/thăm hỏi/hành lễ thời xưa
